inspec_ym,inspec_loc,pH,water02,SS,water04,water05,DO,TP,대장균총,분원성대장균,수온,EC,water12,water13,water14,water15,water16,water17,water18,water19,TN,water21,water22,water23,water24,water25,water26,water27,area_CODE,area_NAME,river_CODE,river_NAME,loc_NAME,loc_ADDR,year,month,river_name,track,ecoli_label_raw,label_A,label_B
201208,208,7.8,3.2,4.8,,7.7,6.8,0.134,4600.0,1300.0,26.9,39430.0,0.0,,,,,,,0.513,0.341,0.885,1.216,0.058,0.085,,15.6,,2,중부산,3,동천,동천3,범일교,2012,8,동천,B,1300.0,1,0
201208,215,7.9,2.7,5.2,,3.1,9.8,0.248,79000.0,7000.0,29.6,252.0,0.0,,,,,,,2.054,1.429,3.525,3.772,0.168,0.232,,1.7,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2012,8,온천천,A,7000.0,1,0
201208,216,7.8,3.9,6.2,,7.9,8.0,0.301,33000.0,7900.0,29.3,2618.0,0.0,,,,,,,1.661,1.722,3.918,4.05,0.164,0.223,,5.0,,1,수영강,29,온천천,온천천2(연안교),연안교,2012,8,온천천,A,7900.0,1,0
201208,301,7.3,59.0,48.0,,27.0,2.0,1.28,28000000.0,,27.5,719.0,,,,,,,,,,,18.145,,,,,,4,낙동강,22,괴정천,괴정천,하단초등학교 뒤,2012,8,괴정천,B,28000000.0,1,1
201208,312,7.8,3.9,5.6,3.1,8.4,6.8,0.163,11000.0,,26.9,39050.0,,,,,,,,,,,1.505,,,,,,2,중부산,3,동천,동천2-1,범3호교(성서교),2012,8,동천,B,11000.0,1,0
201208,327,8.0,1.4,3.0,0.9,3.3,8.8,0.065,40.0,,28.6,211.0,,,,,,,,,,,2.099,,,,,,1,수영강,29,온천천,온천천(청룡),청룡2호교,2012,8,온천천,A,40.0,0,0
201208,328,7.8,3.6,5.2,3.8,2.6,8.4,0.162,33000.0,,29.2,243.0,,,,,,,,,,,2.427,,,,,,1,수영강,29,온천천,온천천(온천),온천교,2012,8,온천천,A,33000.0,1,0
201209,206,7.8,2.8,6.0,,5.7,8.2,0.049,110000.0,7900.0,23.6,47120.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.049,0.06,1.116,1.132,0.018,0.033,,0.4,,2,중부산,3,동천,동천1,광무교,2012,9,동천,B,7900.0,1,0
201209,207,7.4,6.5,8.9,,14.4,1.5,0.621,790000.0,110000.0,24.7,35340.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.434,0.06,3.456,4.493,0.316,0.411,,1.5,,2,중부산,3,동천,동천2,범4호교,2012,9,동천,B,110000.0,1,1
201209,208,7.4,3.5,5.2,,13.9,2.2,0.38,490000.0,130000.0,25.2,38130.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.6,0.049,2.251,2.736,0.175,0.256,,1.1,,2,중부산,3,동천,동천3,범일교,2012,9,동천,B,130000.0,1,1
201209,215,7.6,2.2,4.6,,4.6,7.1,0.143,22000.0,11000.0,24.3,134.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.441,1.042,2.133,2.197,0.074,0.119,0.0,1.7,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2012,9,온천천,A,11000.0,1,0
201209,216,8.2,2.4,5.0,,5.2,8.2,0.233,17000.0,7000.0,21.8,221.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.037,1.982,3.082,3.177,0.132,0.191,0.0,1.4,,1,수영강,29,온천천,온천천2(연안교),연안교,2012,9,온천천,A,7000.0,1,0
201209,312,7.4,4.6,7.1,,16.7,1.6,0.478,940000.0,,25.8,37070.0,,,,,,,,,,,3.385,,,,,,2,중부산,3,동천,동천2-1,범3호교(성서교),2012,9,동천,B,940000.0,1,1
201209,327,7.7,1.7,3.4,,3.0,7.4,0.063,1700.0,,22.7,104.0,,,,,,,,,,,1.548,,,,,,1,수영강,29,온천천,온천천(청룡),청룡2호교,2012,9,온천천,A,1700.0,1,0
201209,328,7.5,2.4,4.8,,3.1,6.1,0.151,22000.0,,23.8,163.0,,,,,,,,,,,2.399,,,,,,1,수영강,29,온천천,온천천(온천),온천교,2012,9,온천천,A,22000.0,1,0
201210,206,7.5,1.8,2.8,,5.7,8.2,0.13,4900.0,1100.0,20.9,46040.0,0.0,,,,,,,0.884,0.148,1.381,1.424,0.089,0.127,,1.6,,2,중부산,3,동천,동천1,광무교,2012,10,동천,B,1100.0,1,0
201210,207,7.7,3.1,5.2,,14.8,8.4,0.192,13000.0,4600.0,20.5,43820.0,0.0,,,,,,,0.829,0.154,1.53,1.967,0.029,0.092,,72.4,,2,중부산,3,동천,동천2,범4호교,2012,10,동천,B,4600.0,1,0
201210,208,7.8,2.9,4.8,,8.1,5.6,0.122,7900.0,3300.0,20.5,47420.0,0.0,,,,,,,0.717,0.077,1.168,1.17,0.064,0.105,,15.5,,2,중부산,3,동천,동천3,범일교,2012,10,동천,B,3300.0,1,0
201210,215,7.5,1.9,4.8,,6.0,9.7,0.137,13000.0,4900.0,21.0,174.0,0.0,,,,,,,0.329,1.582,2.722,2.759,0.078,0.116,,1.2,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2012,10,온천천,A,4900.0,1,0
201210,216,8.2,2.5,5.2,,4.5,7.8,0.137,23000.0,4900.0,17.7,281.0,0.0,,,,,,,0.052,2.103,3.528,3.645,0.081,0.107,,6.7,,1,수영강,29,온천천,온천천2(연안교),연안교,2012,10,온천천,A,4900.0,1,0
201210,312,7.8,3.9,5.6,,9.3,8.3,0.14,17000.0,,20.6,45040.0,,,,,,,,,,,1.517,,,,,,2,중부산,3,동천,동천2-1,범3호교(성서교),2012,10,동천,B,17000.0,1,0
201210,327,7.7,1.3,2.6,,0.7,9.5,0.031,330.0,,17.1,67.0,,,,,,,,,,,0.874,,,,,,1,수영강,29,온천천,온천천(청룡),청룡2호교,2012,10,온천천,A,330.0,0,0
201210,328,7.7,2.2,4.2,,4.0,9.8,0.086,13000.0,,19.2,198.0,,,,,,,,,,,2.479,,,,,,1,수영강,29,온천천,온천천(온천),온천교,2012,10,온천천,A,13000.0,1,0
201211,206,7.0,2.7,3.6,,5.2,6.0,0.275,490.0,110.0,15.6,44010.0,0.0,,,,,,,2.019,0.264,2.546,2.653,0.198,0.264,,1.4,,2,중부산,3,동천,동천1,광무교,2012,11,동천,B,110.0,0,0
201211,207,7.2,4.7,5.6,,6.2,1.6,0.324,13000.0,4900.0,15.0,42750.0,0.0,,,,,,,2.101,0.091,2.521,2.741,0.203,0.283,,2.5,,2,중부산,3,동천,동천2,범4호교,2012,11,동천,B,4900.0,1,1
201211,208,7.4,3.5,4.4,,6.8,1.5,0.259,7000.0,1700.0,15.3,46030.0,0.0,,,,,,,1.546,0.033,1.772,1.914,0.142,0.207,,3.1,,2,중부산,3,동천,동천3,범일교,2012,11,동천,B,1700.0,1,1
201211,215,7.6,2.8,4.2,,3.0,10.3,0.171,17000.0,330.0,14.4,268.0,0.0,,,,,,,0.898,1.917,3.899,3.977,0.111,0.162,,5.0,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2012,11,온천천,A,330.0,0,0
201211,216,8.0,3.7,5.4,,2.7,8.9,0.125,14000.0,1300.0,12.8,1458.0,0.0,,,,,,,0.273,2.062,3.464,3.582,0.024,0.09,,2.1,,1,수영강,29,온천천,온천천2(연안교),연안교,2012,11,온천천,A,1300.0,1,0
201211,301,7.8,24.6,22.7,,7.0,5.9,1.565,330000.0,140000.0,15.1,695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.428,0.4602,15.48,15.735,1.089,1.52,0.2,3.0,,4,낙동강,22,괴정천,괴정천,하단초등학교 뒤,2012,11,괴정천,B,140000.0,1,0
201211,312,7.2,5.9,6.4,,6.6,0.5,0.282,4900.0,790.0,15.2,44430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.816,0.0099,2.104,2.326,0.204,0.241,,2.2,,2,중부산,3,동천,동천2-1,범3호교(성서교),2012,11,동천,B,790.0,0,1
201211,327,7.7,1.2,3.2,,2.6,9.3,0.034,130.0,13.0,15.1,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,1.73,2.457,2.553,0.02,0.03,0.0,0.3,,1,수영강,29,온천천,온천천(청룡),청룡2호교,2012,11,온천천,A,13.0,0,0
201211,328,7.7,2.7,4.0,,1.1,9.9,0.074,35000.0,7000.0,13.9,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,2.1288,2.783,2.986,0.045,0.052,0.0,1.8,,1,수영강,29,온천천,온천천(온천),온천교,2012,11,온천천,A,7000.0,1,0
201212,206,7.6,4.0,7.6,,6.7,8.7,0.725,790000.0,140000.0,8.2,27690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39,0.312,7.148,7.363,0.46,0.677,,0.5,,2,중부산,3,동천,동천1,광무교,2012,12,동천,B,140000.0,1,0
201212,207,7.3,4.3,5.3,,5.6,3.5,0.26,13000.0,2100.0,9.6,46400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.793,0.162,2.547,2.616,0.126,0.208,,0.5,,2,중부산,3,동천,동천2,범4호교,2012,12,동천,B,2100.0,1,0
201212,208,7.3,3.2,4.0,,5.2,5.1,0.158,4600.0,1300.0,10.8,49500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.042,0.067,1.527,1.549,0.087,0.105,,0.5,,2,중부산,3,동천,동천3,범일교,2012,12,동천,B,1300.0,1,0
201212,215,7.9,2.1,4.2,,3.5,12.6,0.102,7000.0,490.0,8.4,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453,1.895,3.424,3.522,0.053,0.086,0.0,3.8,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2012,12,온천천,A,490.0,0,0
201212,216,8.0,2.3,4.6,,2.6,12.1,0.078,7900.0,1100.0,5.9,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,2.035,3.248,3.57,0.023,0.045,0.0,4.8,,1,수영강,29,온천천,온천천2(연안교),연안교,2012,12,온천천,A,1100.0,1,0
201212,312,7.3,4.4,5.9,,5.6,3.8,0.224,11000.0,,9.7,47240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.183,,,,,,2,중부산,3,동천,동천2-1,범3호교(성서교),2012,12,동천,B,11000.0,1,0
201212,327,8.0,1.6,3.8,,3.8,11.8,0.027,330.0,,8.8,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.869,,,0.0,,,1,수영강,29,온천천,온천천(청룡),청룡2호교,2012,12,온천천,A,330.0,0,0
201212,328,8.1,2.2,4.0,,1.6,12.9,0.06,23000.0,,7.1,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.87,,,0.0,,,1,수영강,29,온천천,온천천(온천),온천교,2012,12,온천천,A,23000.0,1,0
201301,206,6.9,11.7,11.3,,9.8,8.3,0.906,70000.0,13000.0,1.7,1036.0,0.0,,,,,,,6.694,1.404,9.1,9.192,0.38,0.886,,2.2,,2,중부산,3,동천,동천1,광무교,2013,1,동천,B,13000.0,1,0
201301,207,7.0,3.7,5.2,,7.2,1.6,0.328,7900.0,1100.0,6.2,45040.0,0.0,,,,,,,2.388,0.025,2.909,3.147,0.253,0.313,,2.3,,2,중부산,3,동천,동천2,범4호교,2013,1,동천,B,1100.0,1,1
201301,208,6.9,3.2,3.9,,5.3,3.2,0.176,4600.0,1700.0,7.2,49160.0,0.0,,,,,,,1.108,0.108,1.534,1.665,0.106,0.162,,1.9,,2,중부산,3,동천,동천3,범일교,2013,1,동천,B,1700.0,1,0
201301,215,7.8,2.3,3.0,,2.6,11.4,0.097,4900.0,1300.0,4.5,322.0,0.0,,,,,,,0.63,1.937,3.393,3.606,0.037,0.054,,17.0,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2013,1,온천천,A,1300.0,1,0
201301,216,7.4,2.4,3.8,,2.7,12.4,0.268,7900.0,1100.0,2.9,401.0,0.0,,,,,,,0.46,1.98,3.357,3.384,0.167,0.234,,16.5,,1,수영강,29,온천천,온천천2(연안교),연안교,2013,1,온천천,A,1100.0,1,0
201301,312,,4.3,4.7,2.5,6.4,1.0,0.314,7000.0,,6.3,46330.0,,,,,,,,,,,2.286,,,,,,2,중부산,3,동천,동천2-1,범3호교(성서교),2013,1,동천,B,7000.0,1,1
201301,327,7.9,2.3,3.0,2.7,4.0,11.8,0.034,940.0,,3.2,313.0,,,,,,,,,,,2.815,,,,,,1,수영강,29,온천천,온천천(청룡),청룡2호교,2013,1,온천천,A,940.0,0,0
201301,328,7.7,2.5,2.6,2.9,2.3,12.0,0.034,2600.0,,3.1,315.0,,,,,,,,,,,2.919,,,,,,1,수영강,29,온천천,온천천(온천),온천교,2013,1,온천천,A,2600.0,1,0
201302,206,7.2,6.2,14.7,,4.8,4.2,1.726,240000.0,130000.0,6.4,3568.0,,,,,,,,14.014,0.636,16.772,20.35,1.094,1.43,,0.8,,2,중부산,3,동천,동천1,광무교,2013,2,동천,B,130000.0,1,0
201302,207,6.6,4.5,8.5,,9.0,1.3,0.495,33000.0,24000.0,7.2,36570.0,,,,,,,,3.064,0.003,3.137,3.879,0.297,0.403,,1.3,,2,중부산,3,동천,동천2,범4호교,2013,2,동천,B,24000.0,1,1
201302,208,6.9,4.1,5.9,,9.5,2.2,0.268,1400.0,940.0,8.2,40290.0,,,,,,,,1.635,0.002,1.982,2.592,0.136,0.206,,1.0,,2,중부산,3,동천,동천3,범일교,2013,2,동천,B,940.0,0,1
201302,215,7.2,2.8,4.8,,6.1,14.5,0.07,4900.0,1700.0,6.4,373.0,,,,,,,,0.205,2.58,3.544,3.745,0.026,0.031,,21.1,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2013,2,온천천,A,1700.0,1,0
201302,216,8.2,3.1,5.0,,4.9,13.3,0.046,1300.0,170.0,4.3,390.0,,,,,,,,0.702,1.992,3.462,3.739,0.017,0.032,,10.6,,1,수영강,29,온천천,온천천2(연안교),연안교,2013,2,온천천,A,170.0,0,0
201303,215,7.8,3.2,5.0,,7.2,13.1,0.02,9400.0,3100.0,8.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,2.503,2.812,2.876,0.003,0.015,0.0,26.0,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2013,3,온천천,A,3100.0,1,0
201303,216,8.2,3.1,4.8,,5.2,12.7,0.044,7000.0,1300.0,5.7,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,3.054,3.184,3.224,0.004,0.013,0.0,16.4,,1,수영강,29,온천천,온천천2(연안교),연안교,2013,3,온천천,A,1300.0,1,0
201303,312,6.8,4.3,6.8,2.7,26.3,1.8,0.424,11000.0,,7.6,38380.0,,,,,,,,,,,4.112,,,,,,2,중부산,3,동천,동천2-1,범3호교(성서교),2013,3,동천,B,11000.0,1,1
201303,327,7.9,2.4,4.2,2.0,8.2,13.6,0.017,46.0,,6.6,257.0,,,,,,,,,,,2.778,,,,,,1,수영강,29,온천천,온천천(청룡),청룡2호교,2013,3,온천천,A,46.0,0,0
201303,328,7.8,3.4,5.0,2.1,7.5,13.5,0.064,2300.0,,7.2,258.0,,,,,,,,,,,3.115,,,,,,1,수영강,29,온천천,온천천(온천),온천교,2013,3,온천천,A,2300.0,1,0
201304,206,9.0,3.8,3.9,,15.1,7.2,0.178,7900.0,1400.0,12.8,48150.0,0.0,,,,,,,0.826,0.118,1.269,1.747,0.148,0.159,,2.0,,2,중부산,3,동천,동천1,광무교,2013,4,동천,B,1400.0,1,0
201304,207,9.0,6.5,7.7,,25.9,1.9,0.438,33000.0,17000.0,12.9,42510.0,0.0,,,,,,,1.857,0.122,3.269,4.482,0.331,0.394,,0.6,,2,중부산,3,동천,동천2,범4호교,2013,4,동천,B,17000.0,1,1
201304,208,8.9,4.2,6.0,,15.0,1.9,0.2,33000.0,1400.0,13.1,49320.0,0.0,,,,,,,1.272,0.028,1.448,1.763,0.123,0.162,,0.8,,2,중부산,3,동천,동천3,범일교,2013,4,동천,B,1400.0,1,1
201304,215,7.6,2.5,4.6,,6.7,7.7,0.081,7000.0,700.0,17.5,324.0,0.0,,,,,,,0.114,2.747,3.484,3.862,0.065,0.069,,26.7,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2013,4,온천천,A,700.0,0,0
201304,216,7.3,2.5,4.6,,4.2,7.3,0.145,11000.0,2300.0,12.7,401.0,0.0,,,,,,,0.079,2.738,3.758,3.873,0.125,0.126,,9.8,,1,수영강,29,온천천,온천천2(연안교),연안교,2013,4,온천천,A,2300.0,1,0
201304,312,9.0,5.5,6.3,3.4,24.0,1.5,0.3,13000.0,,13.2,47050.0,,,,,,,,,,,2.77,,,,,,2,중부산,3,동천,동천2-1,범3호교(성서교),2013,4,동천,B,13000.0,1,1
201304,327,7.4,2.3,3.4,2.8,14.9,7.9,0.08,260.0,,14.0,290.0,,,,,,,,,,,3.687,,,,,,1,수영강,29,온천천,온천천(청룡),청룡2호교,2013,4,온천천,A,260.0,0,0
201304,328,7.8,2.3,3.6,2.0,4.5,9.0,0.053,3300.0,,14.4,285.0,,,,,,,,,,,3.512,,,,,,1,수영강,29,온천천,온천천(온천),온천교,2013,4,온천천,A,3300.0,1,0
201305,206,8.1,4.1,4.4,,13.5,8.0,0.249,49000.0,1700.0,18.3,45450.0,0.0,,,,,,,1.782,0.153,2.5,2.502,0.217,0.234,,4.1,,2,중부산,3,동천,동천1,광무교,2013,5,동천,B,1700.0,1,0
201305,207,7.3,12.9,19.4,,51.8,1.0,0.432,7000.0,2200.0,20.6,45780.0,0.0,,,,,,,3.208,0.024,3.311,3.729,0.341,0.346,,5.3,,2,중부산,3,동천,동천2,범4호교,2013,5,동천,B,2200.0,1,1
201305,208,7.5,8.4,8.3,,52.3,1.3,0.363,170000.0,35000.0,20.2,45810.0,0.0,,,,,,,2.415,0.016,3.026,3.421,0.264,0.281,,2.1,,2,중부산,3,동천,동천3,범일교,2013,5,동천,B,35000.0,1,1
201305,215,7.8,2.7,5.6,,4.8,10.2,0.069,13000.0,220.0,17.4,197.0,0.0,,,,,,,0.281,1.946,2.818,2.831,0.056,0.063,,3.6,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2013,5,온천천,A,220.0,0,0
201305,216,8.1,2.6,5.4,,3.8,9.7,0.048,1700.0,330.0,13.8,227.0,0.0,,,,,,,0.118,2.15,2.875,2.9,0.034,0.045,,3.3,,1,수영강,29,온천천,온천천2(연안교),연안교,2013,5,온천천,A,330.0,0,0
201305,312,7.3,12.9,18.0,7.8,26.7,0.3,0.375,110000.0,170000.0,21.3,45480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.194,0.0203,3.03,3.549,0.239,0.277,,7.5,,2,중부산,3,동천,동천2-1,범3호교(성서교),2013,5,동천,B,170000.0,1,1
201305,327,7.9,1.3,3.0,1.8,6.2,10.0,0.029,33.0,11.0,15.2,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,2.03,2.551,2.583,0.019,0.025,0.0,6.9,,1,수영강,29,온천천,온천천(청룡),청룡2호교,2013,5,온천천,A,11.0,0,0
201305,328,7.6,2.3,4.2,1.8,3.1,11.1,0.044,1100.0,220.0,16.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,1.95,2.503,2.564,0.039,0.042,0.0,2.4,,1,수영강,29,온천천,온천천(온천),온천교,2013,5,온천천,A,220.0,0,0
201306,206,8.0,2.0,3.7,,5.1,7.5,0.188,7000.0,1400.0,18.6,46750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.265,0.093,1.546,1.709,0.156,0.186,,6.0,,2,중부산,3,동천,동천1,광무교,2013,6,동천,B,1400.0,1,0
201306,207,7.4,6.8,8.9,,21.5,1.5,0.286,14000.0,2800.0,20.2,44360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.428,0.015,2.58,2.862,0.033,0.275,,5.5,,2,중부산,3,동천,동천2,범4호교,2013,6,동천,B,2800.0,1,1
201306,208,7.5,5.7,6.3,,11.2,1.9,0.189,11000.0,4900.0,19.6,48140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.172,0.025,1.406,1.994,0.018,0.151,,4.6,,2,중부산,3,동천,동천3,범일교,2013,6,동천,B,4900.0,1,1
201306,215,8.3,2.0,4.0,,5.9,9.2,0.103,1700.0,490.0,22.5,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348,2.281,3.145,3.183,0.077,0.083,0.0,1.1,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2013,6,온천천,A,490.0,0,0
201306,216,7.8,2.3,5.2,,4.5,6.0,0.133,13000.0,940.0,21.6,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302,2.599,3.232,3.366,0.106,0.117,0.0,1.1,,1,수영강,29,온천천,온천천2(연안교),연안교,2013,6,온천천,A,940.0,0,0
201508,206,8.0,0.4,1.2,,3.4,7.6,0.055,920.0,350.0,22.4,49276.0,0.0,,,,,,,0.159,0.118,0.744,0.785,0.036,0.042,,1.7,,2,중부산,3,동천,동천1,광무교,2015,8,동천,B,350.0,0,0
201302,312,6.8,4.3,6.8,2.7,26.3,1.8,0.424,11000.0,,7.6,38380.0,,,,,,,,,,,4.112,,,,,,2,중부산,3,동천,동천2-1,범3호교(성서교),2013,2,동천,B,11000.0,1,1
201302,327,7.4,2.0,3.6,2.3,7.1,13.2,0.054,700.0,,5.4,347.0,,,,,,,,,,,3.697,,,,,,1,수영강,29,온천천,온천천(청룡),청룡2호교,2013,2,온천천,A,700.0,0,0
201302,328,7.3,2.0,3.6,2.3,7.5,14.6,0.042,1100.0,,5.6,372.0,,,,,,,,,,,3.701,,,,,,1,수영강,29,온천천,온천천(온천),온천교,2013,2,온천천,A,1100.0,1,0
201303,206,8.4,8.8,14.7,,22.4,8.6,0.395,13000.0,1700.0,10.8,42830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.017,0.571,3.808,5.034,0.199,0.334,0.0,1.7,,2,중부산,3,동천,동천1,광무교,2013,3,동천,B,1700.0,1,0
201303,207,8.5,8.0,8.5,,21.4,2.2,0.354,7900.0,7900.0,10.8,45540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.779,0.012,3.426,4.338,0.261,0.271,0.0,6.1,,2,중부산,3,동천,동천2,범4호교,2013,3,동천,B,7900.0,1,1
201303,208,8.7,6.2,5.9,,10.7,2.5,0.289,1400.0,940.0,10.9,47520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.013,2.861,3.244,0.196,0.213,0.0,0.5,,2,중부산,3,동천,동천3,범일교,2013,3,동천,B,940.0,0,1
201510,208,7.4,6.3,8.0,,10.3,2.4,0.316,40000.0,14000.0,22.2,45295.0,0.0,,,,,,,1.861,0.0,2.491,2.588,0.223,0.285,,3.1,,2,중부산,3,동천,동천3,범일교,2015,10,동천,B,14000.0,1,1
201306,312,7.4,5.5,6.1,4.1,6.2,1.1,0.269,33000.0,,20.0,46520.0,,,,,,,,,,,2.462,,,,,,2,중부산,3,동천,동천2-1,범3호교(성서교),2013,6,동천,B,33000.0,1,1
201306,327,8.3,1.4,3.8,1.3,4.4,9.2,0.043,79.0,,21.3,205.0,,,,,,,,,,,2.481,,,,,,1,수영강,29,온천천,온천천(청룡),청룡2호교,2013,6,온천천,A,79.0,0,0
201306,328,7.6,1.9,3.6,1.4,5.1,8.5,0.088,11000.0,,21.9,249.0,,,,,,,,,,,3.029,,,,,,1,수영강,29,온천천,온천천(온천),온천교,2013,6,온천천,A,11000.0,1,0
201307,206,7.7,1.1,5.7,,11.8,6.6,0.298,920000.0,1500.0,21.9,42980.0,0.0,,,,,,,2.37,0.159,3.344,4.136,0.243,0.277,,5.7,,2,중부산,3,동천,동천1,광무교,2013,7,동천,B,1500.0,1,0
201307,207,7.2,9.2,27.8,,31.4,1.0,0.988,9200000.0,350.0,25.3,14700.0,0.0,,,,,,,5.225,0.01,10.885,11.516,0.785,0.818,,1.3,,2,중부산,3,동천,동천2,범4호교,2013,7,동천,B,350.0,0,1
201307,208,7.3,6.7,15.6,,22.6,1.0,0.593,1600000.0,3500.0,24.6,37580.0,0.0,,,,,,,2.427,0.025,5.662,6.156,0.46,0.487,,16.0,,2,중부산,3,동천,동천3,범일교,2013,7,동천,B,3500.0,1,1
201307,215,7.5,3.7,5.4,,5.0,8.2,0.142,22000.0,7000.0,25.3,110.0,0.0,,,,,,,0.505,0.852,2.065,2.079,0.114,0.123,,0.3,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2013,7,온천천,A,7000.0,1,0
201307,216,7.1,3.9,5.8,,4.9,4.2,0.242,49000.0,11000.0,23.9,208.0,0.0,,,,,,,1.798,0.8,3.492,3.504,0.197,0.202,,0.0,,1,수영강,29,온천천,온천천2(연안교),연안교,2013,7,온천천,A,11000.0,1,0
201307,312,7.2,9.9,22.1,15.4,22.6,0.9,0.912,16000000.0,,25.5,31710.0,,,,,,,,,,,9.199,,,,,,2,중부산,3,동천,동천2-1,범3호교(성서교),2013,7,동천,B,16000000.0,1,1
201307,327,7.7,0.9,1.8,2.4,1.2,9.1,0.028,4900.0,,21.5,47.0,,,,,,,,,,,0.782,,,,,,1,수영강,29,온천천,온천천(청룡),청룡2호교,2013,7,온천천,A,4900.0,1,0
201307,328,7.2,3.8,6.6,7.4,2.4,6.4,0.224,46000.0,,24.9,164.0,,,,,,,,,,,3.119,,,,,,1,수영강,29,온천천,온천천(온천),온천교,2013,7,온천천,A,46000.0,1,0
201308,206,7.4,3.6,4.7,,13.2,7.2,0.333,170000.0,28000.0,21.7,40730.0,0.0,,,,,,,2.692,0.06,3.019,3.837,0.307,0.321,,2.7,,2,중부산,3,동천,동천1,광무교,2013,8,동천,B,28000.0,1,0
201308,207,7.6,7.5,10.4,,23.6,8.0,0.29,1700.0,1700.0,24.8,42940.0,0.0,,,,,,,1.627,0.06,1.824,2.387,0.156,0.169,,67.2,,2,중부산,3,동천,동천2,범4호교,2013,8,동천,B,1700.0,1,0
201308,208,7.8,6.4,6.7,,23.7,8.0,0.2,4900.0,3300.0,24.2,44000.0,0.0,,,,,,,1.246,0.044,1.6,1.815,0.147,0.148,,31.2,,2,중부산,3,동천,동천3,범일교,2013,8,동천,B,3300.0,1,0
201308,215,8.3,2.2,5.2,,10.6,8.1,0.093,33000.0,3300.0,32.5,244.0,0.0,,,,,,,0.085,1.467,2.057,2.757,0.044,0.076,,4.3,,1,수영강,29,온천천,온천천1(태광산업),태광산업 앞,2013,8,온천천,A,3300.0,1,0
201308,216,7.5,2.8,5.8,,6.7,7.1,0.088,17000.0,3300.0,29.0,352.0,0.0,,,,,,,0.27,1.929,2.325,2.382,0.062,0.076,,9.0,,1,수영강,29,온천천,온천천2(연안교),연안교,2013,8,온천천,A,3300.0,1,0
201308,312,7.8,7.2,10.0,5.2,26.3,8.5,0.332,350000.0,,25.5,41000.0,,,,,,,,,,,3.367,,,,,,2,중부산,3,동천,동천2-1,범3호교(성서교),2013,8,동천,B,350000.0,1,0
201308,327,8.4,2.4,6.2,5.0,19.8,7.9,0.072,232.0,,31.0,232.0,,,,,,,,,,,1.99,,,,,,1,수영강,29,온천천,온천천(청룡),청룡2호교,2013,8,온천천,A,232.0,0,0
201308,328,8.0,2.3,5.4,4.6,9.9,7.8,0.082,255.0,,30.8,255.0,,,,,,,,,,,2.158,,,,,,1,수영강,29,온천천,온천천(온천),온천교,2013,8,온천천,A,255.0,0,0
